Positions_ID;Buchungs_FS;Konto;Anzahl;Preis;Rabatt;Benutzer_FS;erfasst;Leistung_Text;Leistung_FS
3081;802;210;6;8.0;0.0;14;2023-03-29 00:00:00;Zmorge;8
3082;802;150;12;25.0;0.0;14;2023-03-29 00:00:00;Familienzimmer;6
3083;802;210;12;8.0;0.0;14;2023-03-29 00:00:00;Zmorge;8
3084;802;432;3;10.0;0.0;14;2023-03-29 00:00:00;1-familie-karte;8
3085;802;432;6;5.0;0.0;14;2023-03-29 00:00:00;1-Tageskarte;8
3086;803;110;24;16.0;0.0;14;2023-03-30 00:00:00;Mehrbettzimmer;3
3087;803;210;24;8.0;0.0;14;2023-03-30 00:00:00;Zmorge;8
3088;803;130;16;25.0;0.0;14;2023-03-30 00:00:00;Zweibettzimmer;3
3089;803;210;16;8.0;0.0;14;2023-03-30 00:00:00;Zmorge;8
3090;803;210;8;8.0;0.0;14;2023-03-30 00:00:00;Zmorge;8
3091;803;151;8;25.0;0.0;14;2023-03-30 00:00:00;4-Bettzimmer;3
3092;773;240;3;11.5;0.0;14;2023-03-30 00:00:00;Abendessen;8
3093;770;430;1;44.0;0.0;13;2023-03-31 00:00:00;Mitgliederkarte Familie/L;8
3094;805;150;4;25.0;0.0;1;2023-03-31 00:00:00;Familienzimmer;6
3095;805;210;4;8.0;0.0;1;2023-03-31 00:00:00;Zmorge;8
3096;809;110;10;16.0;0.0;13;2023-04-03 00:00:00;Mehrbettzimmer;3
3097;809;210;10;8.0;0.0;13;2023-04-03 00:00:00;Zmorge;8
3098;810;110;108;16.0;0.0;13;2023-04-05 00:00:00;dormitory;8
3099;810;210;108;8.0;0.0;13;2023-04-05 00:00:00;Breakfast;8
3100;810;210;9;8.0;0.0;13;2023-04-05 00:00:00;Breakfast;8
3101;810;151;9;25.0;0.0;13;2023-04-05 00:00:00;4-bedroom;8
3102;811;110;18;16.0;0.0;13;2023-04-05 00:00:00;Mehrbettzimmer;3
3103;811;210;18;8.0;0.0;13;2023-04-05 00:00:00;Zmorge;8
3104;811;210;3;8.0;0.0;13;2023-04-05 00:00:00;Zmorge;8
3105;811;151;3;25.0;0.0;13;2023-04-05 00:00:00;4-Bettzimmer;3
3106;811;110;10;16.0;0.0;13;2023-04-05 00:00:00;Mehrbettzimmer;3
3107;811;210;10;8.0;0.0;13;2023-04-05 00:00:00;Zmorge;8
3108;811;210;3;8.0;0.0;13;2023-04-05 00:00:00;Zmorge;8
3109;811;151;3;25.0;0.0;13;2023-04-05 00:00:00;4-Bettzimmer;3
3110;811;130;2;25.0;0.0;13;2023-04-05 00:00:00;Zweibettzimmer;3
3111;811;210;2;8.0;0.0;13;2023-04-05 00:00:00;Zmorge;8
3112;811;130;2;25.0;0.0;13;2023-04-05 00:00:00;Zweibettzimmer;3
3113;811;210;2;8.0;0.0;13;2023-04-05 00:00:00;Zmorge;8
3114;811;210;1;8.0;0.0;13;2023-04-05 00:00:00;Zmorge;8
3115;811;170;1;50.0;0.0;13;2023-04-05 00:00:00;Einerzimmer;8
3116;811;240;39;11.5;0.0;13;2023-04-05 00:00:00;Abendessen;8
3117;812;210;3;8.0;0.0;13;2023-04-05 00:00:00;Zmorge;8
3118;812;151;3;25.0;0.0;13;2023-04-05 00:00:00;4-Bettzimmer;3
3119;780;110;10;16.0;0.05;13;2023-04-06 00:00:00;1 x Mehrbettzimmer m .5-B;8
3120;780;130;-2;25.0;0.0;13;2023-04-06 00:00:00;Zweibettzimmer Freiperson;8
3121;780;210;-4;8.0;0.05;13;2023-04-06 00:00:00;Zmorge;8
3122;774;240;4;11.5;0.0;13;2023-04-06 00:00:00;Abendessen;8
3123;817;110;24;16.0;0.0;13;2023-04-06 00:00:00;Mehrbettzimmer;3
3124;817;210;24;8.0;0.0;13;2023-04-06 00:00:00;Zmorge;8
3125;818;110;104;16.0;0.1;13;2023-04-06 00:00:00;4 x 6-Bettzimmer;3
3126;818;170;8;50.0;0.0;13;2023-04-06 00:00:00;2 x Einerzimmer;8
3127;818;210;112;8.0;0.0;13;2023-04-06 00:00:00;Zmorge;8
3128;818;240;112;11.5;0.0;13;2023-04-06 00:00:00;Abendessen;8
3129;818;170;-8;50.0;0.0;13;2023-04-06 00:00:00;Einerzimmer;5
3130;819;110;45;16.0;0.0;13;2023-04-07 00:00:00;Mehrbettzimmer;3
3131;819;210;45;8.0;0.0;13;2023-04-07 00:00:00;Zmorge;8
3132;819;110;30;16.0;0.0;13;2023-04-07 00:00:00;Mehrbettzimmer;3
3133;819;210;30;8.0;0.0;13;2023-04-07 00:00:00;Zmorge;8
3134;819;210;3;8.0;0.0;13;2023-04-07 00:00:00;Zmorge;8
3135;819;170;3;50.0;0.0;13;2023-04-07 00:00:00;Einerzimmer;5
3136;819;210;3;8.0;0.0;13;2023-04-07 00:00:00;Zmorge;8
3137;819;170;3;50.0;0.0;13;2023-04-07 00:00:00;Einerzimmer;5
3138;819;130;12;25.0;0.0;13;2023-04-07 00:00:00;Zweibettzimmer;3
3139;819;210;12;8.0;0.0;13;2023-04-07 00:00:00;Zmorge;8
3140;819;210;-3;8.0;0.0;13;2023-04-07 00:00:00;Zmorge;8
3141;819;170;-3;50.0;0.0;13;2023-04-07 00:00:00;Einerzimmer;5
3142;820;110;50;16.0;0.0;13;2023-04-07 00:00:00;Mehrbettzimmer;3
3143;820;210;50;8.0;0.0;13;2023-04-07 00:00:00;Zmorge;8
3144;820;210;2;8.0;0.0;13;2023-04-07 00:00:00;Zmorge;8
3145;820;170;2;50.0;0.0;13;2023-04-07 00:00:00;Einerzimmer;5
3146;820;130;4;25.0;0.0;13;2023-04-07 00:00:00;Zweibettzimmer;3
3147;820;210;4;8.0;0.0;13;2023-04-07 00:00:00;Zmorge;8
3148;820;240;56;11.5;0.0;13;2023-04-07 00:00:00;Abendessen;8
3149;821;150;20;25.0;0.0;13;2023-04-07 00:00:00;Familienzimmer;6
3150;821;210;20;8.0;0.0;13;2023-04-07 00:00:00;Zmorge;8
3151;822;130;12;25.0;0.0;13;2023-04-08 00:00:00;Zweibettzimmer;3
3152;822;210;12;8.0;0.0;13;2023-04-08 00:00:00;Zmorge;8
3153;823;210;3;8.0;0.0;13;2023-04-11 00:00:00;Zmorge;8
3154;823;170;3;50.0;0.0;13;2023-04-11 00:00:00;Einerzimmer;5
3155;823;110;24;16.0;0.0;13;2023-04-11 00:00:00;Mehrbettzimmer;3
3156;823;210;24;8.0;0.0;13;2023-04-11 00:00:00;Zmorge;8
3157;823;210;12;8.0;0.0;13;2023-04-11 00:00:00;Zmorge;8
3158;823;151;12;25.0;0.0;13;2023-04-11 00:00:00;4-Bettzimmer;3
3159;824;110;72;16.0;0.1;13;2023-04-11 00:00:00;Mehrbettzimmer;3
3160;824;210;72;8.0;0.1;13;2023-04-11 00:00:00;Zmorge;8
3161;825;130;6;25.0;0.0;13;2023-04-11 00:00:00;Zweibettzimmer;3
3162;825;210;6;8.0;0.0;13;2023-04-11 00:00:00;Zmorge;8
3163;826;130;1;25.0;0.0;13;2023-04-11 00:00:00;Zweibettzimmer;3
3164;826;210;1;8.0;0.0;13;2023-04-11 00:00:00;Zmorge;8
3165;827;130;2;25.0;0.0;13;2023-04-13 00:00:00;Zweibettzimmer;3
3166;827;210;2;8.0;0.0;13;2023-04-13 00:00:00;Zmorge;8
3167;827;432;2;5.0;0.0;13;2023-04-13 00:00:00;1-Tageskarte wenn keine;8
3168;828;130;2;25.0;0.0;13;2023-04-13 00:00:00;Zweibettzimmer;3
3169;828;210;2;8.0;0.0;13;2023-04-13 00:00:00;Zmorge;8
3170;828;210;3;8.0;0.0;13;2023-04-13 00:00:00;Zmorge;8
3171;828;151;3;25.0;0.0;13;2023-04-13 00:00:00;4-Bettzimmer;3
3172;715;110;-1;16.0;0.0;14;2023-04-14 00:00:00;Mehrbettzimmer;3
3173;715;210;-1;8.0;0.0;14;2023-04-14 00:00:00;Zmorge;8
3174;715;130;-1;25.0;0.0;14;2023-04-14 00:00:00;Zweibettzimmer;3
3175;715;210;-1;8.0;0.0;14;2023-04-14 00:00:00;Zmorge;8
3176;830;110;6;16.0;0.0;13;2023-04-15 00:00:00;Mehrbettzimmer;3
3177;830;210;6;8.0;0.0;13;2023-04-15 00:00:00;Zmorge;8
3178;831;130;54;25.0;0.0;13;2023-04-15 00:00:00;Zweibettzimmer;3
3179;831;210;54;8.0;0.0;13;2023-04-15 00:00:00;Zmorge;8
3180;831;110;54;16.0;0.0;13;2023-04-15 00:00:00;Mehrbettzimmer;3
3181;831;210;54;8.0;0.0;13;2023-04-15 00:00:00;Zmorge;8
3182;833;110;1;16.0;0.0;14;2023-04-17 00:00:00;Mehrbettzimmer;3
3183;833;210;1;8.0;0.0;14;2023-04-17 00:00:00;Zmorge;8
3184;834;130;2;25.0;0.0;14;2023-04-17 00:00:00;Zweibettzimmer;3
3185;834;210;2;8.0;0.0;14;2023-04-17 00:00:00;Zmorge;8
3186;817;240;24;11.5;0.0;14;2023-04-17 00:00:00;Abendessen;8
3187;817;110;-1;16.0;0.0;14;2023-04-17 00:00:00;Mehrbettzimmer;3
3188;817;210;-1;8.0;0.0;14;2023-04-17 00:00:00;Zmorge;8
3189;835;130;16;25.0;0.0;13;2023-04-20 00:00:00;Zweibettzimmer;3
3190;835;210;16;8.0;0.0;13;2023-04-20 00:00:00;Zmorge;8
3191;835;210;16;8.0;0.0;13;2023-04-20 00:00:00;Zmorge;8
3192;835;151;16;25.0;0.0;13;2023-04-20 00:00:00;4-Bettzimmer;3
3193;836;130;2;25.0;0.0;13;2023-04-20 00:00:00;Zweibettzimmer;3
3194;836;210;2;8.0;0.0;13;2023-04-20 00:00:00;Zmorge;8
3195;836;210;4;8.0;0.0;13;2023-04-20 00:00:00;Zmorge;8
3196;836;151;4;25.0;0.0;13;2023-04-20 00:00:00;4-Bettzimmer;3
3197;836;150;18;25.0;0.0;13;2023-04-20 00:00:00;Familienzimmer;6
3198;836;210;18;8.0;0.0;13;2023-04-20 00:00:00;Zmorge;8
3199;836;150;5;25.0;0.0;13;2023-04-20 00:00:00;Familienzimmer;6
3200;836;210;5;8.0;0.0;13;2023-04-20 00:00:00;Zmorge;8
3201;836;110;6;16.0;0.0;13;2023-04-20 00:00:00;Mehrbettzimmer;3
3202;836;210;6;8.0;0.0;13;2023-04-20 00:00:00;Zmorge;8
3203;838;150;24;25.0;0.0;13;2023-04-24 00:00:00;Familienzimmer;6
3204;838;210;24;8.0;0.0;13;2023-04-24 00:00:00;Zmorge;8
3205;838;240;14;11.5;0.0;13;2023-04-24 00:00:00;Abendessen;8
3206;840;150;12;25.0;0.0;14;2023-04-27 00:00:00;Familienzimmer;6
3207;840;210;12;8.0;0.0;14;2023-04-27 00:00:00;Zmorge;8
3208;840;110;1;16.0;0.0;14;2023-04-27 00:00:00;Mehrbettzimmer;3
3209;840;210;1;8.0;0.0;14;2023-04-27 00:00:00;Zmorge;8
3210;840;130;1;25.0;0.0;14;2023-04-27 00:00:00;Zweibettzimmer;3
3211;840;210;1;8.0;0.0;14;2023-04-27 00:00:00;Zmorge;8
3212;840;240;14;11.5;0.0;14;2023-04-27 00:00:00;Abendessen;8
3213;841;110;3;16.0;0.0;14;2023-04-27 00:00:00;Mehrbettzimmer;3
3214;841;210;3;8.0;0.0;14;2023-04-27 00:00:00;Zmorge;8
3215;841;150;6;25.0;0.0;14;2023-04-27 00:00:00;Familienzimmer;6
3216;841;210;6;8.0;0.0;14;2023-04-27 00:00:00;Zmorge;8
3217;842;110;24;16.0;0.0;14;2023-04-27 00:00:00;Mehrbettzimmer;3
3218;842;210;24;8.0;0.0;14;2023-04-27 00:00:00;Zmorge;8
3219;842;210;16;8.0;0.0;14;2023-04-27 00:00:00;Zmorge;8
3220;842;151;16;25.0;0.0;14;2023-04-27 00:00:00;4-Bettzimmer;3
3221;842;130;8;25.0;0.0;14;2023-04-27 00:00:00;Zweibettzimmer;3
3222;842;210;8;8.0;0.0;14;2023-04-27 00:00:00;Zmorge;8
3223;842;240;48;11.5;0.0;14;2023-04-27 00:00:00;Abendessen;8
3224;842;450;1;25.0;0.0;14;2023-04-27 00:00:00;Internationale Welcome-St;8
3225;839;150;15;25.0;0.0;14;2023-04-27 00:00:00;1 x 5-Bett-Familienzimmer;6
3226;839;150;18;25.0;0.0;14;2023-04-27 00:00:00;1 x 6-Bett-Familienzimmer;6
3227;839;130;12;25.0;0.0;14;2023-04-27 00:00:00;2 x Doppelzimmer;8
3228;839;110;18;16.0;0.0;14;2023-04-27 00:00:00;1 x 6-Bettzimmer;3
3229;839;210;63;8.0;0.0;14;2023-04-27 00:00:00;Zmorge;8
3230;843;210;12;8.0;0.0;13;2023-04-29 00:00:00;Zmorge;8
3231;843;151;12;25.0;0.0;13;2023-04-29 00:00:00;4-Bettzimmer;3
3232;843;110;6;16.0;0.0;13;2023-04-29 00:00:00;Mehrbettzimmer;3
3233;843;210;6;8.0;0.0;13;2023-04-29 00:00:00;Zmorge;8
3234;843;150;6;25.0;0.0;13;2023-04-29 00:00:00;Familienzimmer;6
3235;843;210;6;8.0;0.0;13;2023-04-29 00:00:00;Zmorge;8
3236;843;130;2;25.0;0.0;13;2023-04-29 00:00:00;Zweibettzimmer;3
3237;843;210;2;8.0;0.0;13;2023-04-29 00:00:00;Zmorge;8
3238;844;110;6;16.0;0.0;13;2023-04-29 00:00:00;Mehrbettzimmer;3
3239;844;210;6;8.0;0.0;13;2023-04-29 00:00:00;Zmorge;8
3240;844;210;10;8.0;0.0;13;2023-04-29 00:00:00;Zmorge;8
3241;844;151;10;25.0;0.0;13;2023-04-29 00:00:00;4-Bettzimmer;3
3242;846;130;16;25.0;0.0;13;2023-05-03 00:00:00;Zweibettzimmer;3
3243;846;210;16;8.0;0.0;13;2023-05-03 00:00:00;Zmorge;8
3244;847;110;12;16.0;0.0;13;2023-05-07 00:00:00;dormitory;8
3245;847;210;12;8.0;0.0;13;2023-05-07 00:00:00;Breakfast;8
3246;847;210;3;8.0;0.0;13;2023-05-07 00:00:00;Breakfast;8
3247;847;151;3;25.0;0.0;13;2023-05-07 00:00:00;4-bedroom;8
3248;847;130;2;25.0;0.0;13;2023-05-07 00:00:00;Double-room;8
3249;847;210;2;8.0;0.0;13;2023-05-07 00:00:00;Breakfast;8
3250;848;210;4;8.0;0.0;13;2023-05-08 00:00:00;Zmorge;8
3251;848;151;4;25.0;0.0;13;2023-05-08 00:00:00;4-Bettzimmer;3
3252;849;110;29;16.0;0.0;14;2023-05-09 00:00:00;Mehrbettzimmer;3
3253;849;210;29;8.0;0.0;14;2023-05-09 00:00:00;Zmorge;8
3254;849;240;29;11.5;0.0;14;2023-05-09 00:00:00;Abendessen Menu;8
3255;850;110;11;16.0;0.0;14;2023-05-09 00:00:00;Mehrbettzimmer;3
3256;850;210;11;8.0;0.0;14;2023-05-09 00:00:00;Zmorge;8
3257;850;210;4;8.0;0.0;14;2023-05-09 00:00:00;Zmorge;8
3258;850;151;4;25.0;0.0;14;2023-05-09 00:00:00;4-Bettzimmer;3
3259;850;210;2;8.0;0.0;14;2023-05-09 00:00:00;Zmorge;8
3260;850;170;2;50.0;0.0;14;2023-05-09 00:00:00;Einerzimmer;8
3261;850;240;17;11.5;0.0;14;2023-05-09 00:00:00;Abendessen Menu;8
3262;850;432;1;10.0;0.0;14;2023-05-09 00:00:00;1-Tageskarte für Gruppen;8
3263;851;110;6;16.0;0.0;14;2023-05-10 00:00:00;Mehrbettzimmer;3
3264;851;210;6;8.0;0.0;14;2023-05-10 00:00:00;Zmorge;8
3265;851;210;4;8.0;0.0;14;2023-05-10 00:00:00;Zmorge;8
3266;851;151;4;25.0;0.0;14;2023-05-10 00:00:00;4-Bettzimmer;3
3267;810;450;3;25.0;0.0;13;2023-05-12 00:00:00;Internationale Welcome-St;8
3268;838;130;4;25.0;0.0;13;2023-05-13 00:00:00;Zweibettzimmer;3
3269;838;210;4;8.0;0.0;13;2023-05-13 00:00:00;Zmorge;8
3270;852;110;5;16.0;0.0;13;2023-05-16 00:00:00;Mehrbettzimmer;3
3271;852;210;5;8.0;0.0;13;2023-05-16 00:00:00;Zmorge;8
3272;852;210;9;8.0;0.0;13;2023-05-16 00:00:00;Zmorge;8
3273;852;151;9;25.0;0.0;13;2023-05-16 00:00:00;4-Bettzimmer;3
3274;852;130;2;25.0;0.0;13;2023-05-16 00:00:00;Zweibettzimmer;3
3275;852;210;2;8.0;0.0;13;2023-05-16 00:00:00;Zmorge;8
3276;853;130;8;25.0;0.0;13;2023-05-16 00:00:00;Zweibettzimmer;3
3277;853;210;8;8.0;0.0;13;2023-05-16 00:00:00;Zmorge;8
3278;854;130;4;25.0;0.0;14;2023-05-17 00:00:00;Zweibettzimmer;3
3279;854;210;4;8.0;0.0;14;2023-05-17 00:00:00;Zmorge;8
3280;854;210;2;8.0;0.0;14;2023-05-17 00:00:00;Zmorge;8
3281;854;170;2;50.0;0.0;14;2023-05-17 00:00:00;Einerzimmer;8
3282;854;210;6;8.0;0.0;14;2023-05-17 00:00:00;Zmorge;8
3283;854;151;6;25.0;0.0;14;2023-05-17 00:00:00;4-Bettzimmer;3
3284;854;110;16;16.0;0.0;14;2023-05-17 00:00:00;Mehrbettzimmer;3
3285;854;210;16;8.0;0.0;14;2023-05-17 00:00:00;Zmorge;8
3286;855;110;10;16.0;0.0;13;2023-05-18 00:00:00;dormitory;8
3287;855;210;10;8.0;0.0;13;2023-05-18 00:00:00;Breakfast;8
3288;856;210;28;8.0;0.0;13;2023-05-19 00:00:00;Breakfast;8
3289;856;151;28;25.0;0.0;13;2023-05-19 00:00:00;4-bedroom;8
3290;856;130;2;25.0;0.0;13;2023-05-19 00:00:00;Double-room;8
3291;856;210;2;8.0;0.0;13;2023-05-19 00:00:00;Breakfast;8
3292;856;450;1;25.0;0.0;13;2023-05-19 00:00:00;Internationale Welcome-St;8
3293;857;110;30;16.0;0.0;13;2023-05-19 00:00:00;dormitory;8
3294;857;210;30;8.0;0.0;13;2023-05-19 00:00:00;Breakfast;8
3295;857;450;1;25.0;0.0;13;2023-05-19 00:00:00;Internationale Welcome-St;8
3296;858;210;1;8.0;0.0;13;2023-05-20 00:00:00;Zmorge;8
3297;858;170;1;50.0;0.0;13;2023-05-20 00:00:00;Einerzimmer;8
3298;858;210;11;8.0;0.0;13;2023-05-20 00:00:00;Zmorge;8
3299;858;151;11;25.0;0.0;13;2023-05-20 00:00:00;4-Bettzimmer;3
3300;858;432;1;10.0;0.0;13;2023-05-20 00:00:00;1-Tageskarte für Gruppen;8
3301;858;240;12;11.5;0.0;13;2023-05-20 00:00:00;Abendessen Menu;8
3302;835;240;14;11.5;0.0;13;2023-05-22 00:00:00;Abendessen Menu;8
3303;835;260;11;2.2;0.0;13;2023-05-22 00:00:00;Warmgetränke;8
3304;835;332;1;5.0;0.0;13;2023-05-22 00:00:00;Taxkarte;8
3305;835;230;1;3.0;0.0;13;2023-05-22 00:00:00;Brot;8
3306;860;110;18;16.0;0.0;13;2023-05-23 00:00:00;Mehrbettzimmer;3
3307;860;210;18;8.0;0.0;13;2023-05-23 00:00:00;Zmorge;8
3308;860;210;4;8.0;0.0;13;2023-05-23 00:00:00;Zmorge;8
3309;860;151;4;25.0;0.0;13;2023-05-23 00:00:00;4-Bettzimmer;3
3310;860;240;22;11.5;0.0;13;2023-05-23 00:00:00;Abendessen Menu;8
3311;862;150;8;25.0;0.0;13;2023-05-26 00:00:00;Familienzimmer;6
3312;862;210;8;8.0;0.0;13;2023-05-26 00:00:00;Zmorge;8
3313;862;432;2;10.0;0.0;13;2023-05-26 00:00:00;1-Tageskarte Familie;8
3314;863;130;6;25.0;0.0;13;2023-05-26 00:00:00;Zweibettzimmer;3
3315;863;210;6;8.0;0.0;13;2023-05-26 00:00:00;Zmorge;8
3316;864;110;34;16.0;0.0;13;2023-05-26 00:00:00;Mehrbettzimmer;3
3317;864;210;34;8.0;0.0;13;2023-05-26 00:00:00;Zmorge;8
3318;864;130;4;25.0;0.0;13;2023-05-26 00:00:00;Zweibettzimmer;3
3319;864;210;4;8.0;0.0;13;2023-05-26 00:00:00;Zmorge;8
3320;864;210;1;8.0;0.0;13;2023-05-26 00:00:00;Zmorge;8
3321;864;170;1;50.0;0.0;13;2023-05-26 00:00:00;Einerzimmer;8
3322;864;240;39;11.5;0.0;13;2023-05-26 00:00:00;Abendessen Menu;8
3323;865;150;2;25.0;0.0;13;2023-05-26 00:00:00;Familienzimmer;6
3324;865;210;2;8.0;0.0;13;2023-05-26 00:00:00;Zmorge;8
3325;865;150;1;12.5;0.0;13;2023-05-26 00:00:00;Familienzimmer Kinderprei;8
3326;865;210;1;4.0;0.0;13;2023-05-26 00:00:00;Zmorge;8
3327;868;110;60;16.0;0.0;13;2023-05-29 00:00:00;Mehrbettzimmer;3
3328;868;210;60;8.0;0.0;13;2023-05-29 00:00:00;Zmorge;8
3329;869;110;13;16.0;0.0;13;2023-05-29 00:00:00;Mehrbettzimmer;3
3330;869;210;13;8.0;0.0;13;2023-05-29 00:00:00;Zmorge;8
3331;869;110;5;16.0;0.0;13;2023-05-29 00:00:00;Mehrbettzimmer;3
3332;869;210;5;8.0;0.0;13;2023-05-29 00:00:00;Zmorge;8
3333;869;110;4;16.0;0.0;13;2023-05-29 00:00:00;Mehrbettzimmer;3
3334;869;210;4;8.0;0.0;13;2023-05-29 00:00:00;Zmorge;8
3335;869;130;2;25.0;0.0;13;2023-05-29 00:00:00;Zweibettzimmer;3
3336;869;210;2;8.0;0.0;13;2023-05-29 00:00:00;Zmorge;8
3337;869;210;1;8.0;0.0;13;2023-05-29 00:00:00;Zmorge;8
3338;869;170;1;50.0;0.0;13;2023-05-29 00:00:00;Einerzimmer;8
3339;870;110;44;16.0;0.1;13;2023-05-29 00:00:00;Mehrbettzimmer;3
3340;870;210;44;8.0;0.1;13;2023-05-29 00:00:00;Zmorge;8
3341;870;110;64;16.0;0.1;13;2023-05-29 00:00:00;Mehrbettzimmer;3
3342;870;210;64;8.0;0.1;13;2023-05-29 00:00:00;Zmorge;8
3343;870;130;16;25.0;0.1;13;2023-05-29 00:00:00;Zweibettzimmer;3
3344;870;210;16;8.0;0.1;13;2023-05-29 00:00:00;Zmorge;8
3345;870;240;93;11.5;0.0;13;2023-05-29 00:00:00;Abendessen Menu;8
3346;871;130;2;25.0;0.1;13;2023-05-29 00:00:00;Zweibettzimmer;3
3347;871;210;2;8.0;0.1;13;2023-05-29 00:00:00;Zmorge;8
3348;871;240;20;11.5;0.0;13;2023-05-29 00:00:00;Abendessen Menu;8
3349;872;210;4;8.0;0.0;13;2023-05-30 00:00:00;Petit déjeuner;8
3350;872;151;4;25.0;0.0;13;2023-05-30 00:00:00;chambre à 4 lits;8
3351;873;210;21;8.0;0.0;13;2023-05-30 00:00:00;Zmorge;8
3352;873;151;21;25.0;0.0;13;2023-05-30 00:00:00;4-Bettzimmer;3
3353;874;110;21;16.0;0.0;13;2023-05-30 00:00:00;Mehrbettzimmer;3
3354;874;210;21;8.0;0.0;13;2023-05-30 00:00:00;Zmorge;8
3355;878;150;3;25.0;0.0;14;2023-06-03 00:00:00;Familienzimmer;6
3356;878;210;3;8.0;0.0;14;2023-06-03 00:00:00;Zmorge;8
3357;878;190;1;16.5;0.0;14;2023-06-03 00:00:00;Kinderpreise Zimmer/Frühs;8
3358;878;240;3;11.5;0.0;14;2023-06-03 00:00:00;Abendessen Menu;8
3359;878;190;1;5.75;0.0;14;2023-06-03 00:00:00;Kinderpreise Menü;8
3360;879;130;8;25.0;0.0;13;2023-06-06 00:00:00;Zweibettzimmer;3
3361;879;210;8;8.0;0.0;13;2023-06-06 00:00:00;Zmorge;8
3362;879;190;4;0.0;0.0;13;2023-06-06 00:00:00;Kinderpreise;8
3363;880;110;14;16.0;0.0;13;2023-06-06 00:00:00;Mehrbettzimmer;3
3364;880;210;14;8.0;0.0;13;2023-06-06 00:00:00;Zmorge;8
3365;881;210;6;8.0;0.0;13;2023-06-06 00:00:00;Zmorge;8
3366;881;170;6;50.0;0.0;13;2023-06-06 00:00:00;Einerzimmer;8
3367;881;432;6;5.0;0.0;13;2023-06-06 00:00:00;1-Tageskarte;8
3368;882;210;12;8.0;0.0;13;2023-06-06 00:00:00;Zmorge;8
3369;882;170;12;50.0;0.0;13;2023-06-06 00:00:00;Einerzimmer;8
3370;882;450;6;5.0;0.0;13;2023-06-06 00:00:00;Internationale Welcome-St;8
3371;883;130;5;25.0;0.0;13;2023-06-07 00:00:00;Zweibettzimmer;3
3372;883;210;5;8.0;0.0;13;2023-06-07 00:00:00;Zmorge;8
3373;884;150;0;25.0;0.0;13;2023-06-07 00:00:00;Familienzimmer;6
3374;884;210;0;8.0;0.0;13;2023-06-07 00:00:00;Zmorge;8
3375;884;190;0;0.0;0.0;13;2023-06-07 00:00:00;Anzahl Personen nicht gen;8
3376;885;150;30;25.0;0.0;13;2023-06-07 00:00:00;Familienzimmer;6
3377;885;210;30;8.0;0.0;13;2023-06-07 00:00:00;Zmorge;8
3378;887;110;320;28.0;0.0;13;2023-06-09 00:00:00;dortoir avec petit déjeun;8
3379;888;150;6;25.0;0.0;13;2023-06-09 00:00:00;Familienzimmer;6
3380;888;210;6;8.0;0.0;13;2023-06-09 00:00:00;Zmorge;8
3381;888;150;5;25.0;0.0;13;2023-06-09 00:00:00;Familienzimmer;6
3382;888;210;5;8.0;0.0;13;2023-06-09 00:00:00;Zmorge;8
3383;891;130;2;25.0;0.0;13;2023-06-15 00:00:00;Chambre à 2-lits;8
3384;891;210;2;8.0;0.0;13;2023-06-15 00:00:00;Petit déjeuner;8
3385;891;210;1;8.0;0.0;13;2023-06-15 00:00:00;Petit déjeuner;8
3386;891;170;1;50.0;0.0;13;2023-06-15 00:00:00;Chambre-Individuelle;8
3387;891;210;16;8.0;0.0;13;2023-06-15 00:00:00;Petit déjeuner;8
3388;891;151;16;25.0;0.0;13;2023-06-15 00:00:00;chambre à 4 lits;8
3389;891;110;17;16.0;0.0;13;2023-06-15 00:00:00;dortoir;8
3390;891;210;17;8.0;0.0;13;2023-06-15 00:00:00;Petit déjeuner;8
3391;892;210;16;8.0;0.0;13;2023-06-15 00:00:00;Petit déjeuner;8
3392;892;151;16;25.0;0.0;13;2023-06-15 00:00:00;chambre à 4 lits;8
3393;892;110;17;16.0;0.0;13;2023-06-15 00:00:00;dortoir;8
3394;892;210;17;8.0;0.0;13;2023-06-15 00:00:00;Petit déjeuner;8
3395;892;150;3;25.0;0.0;13;2023-06-15 00:00:00;Chambre-Famille;8
3396;892;210;3;8.0;0.0;13;2023-06-15 00:00:00;Petit déjeuner;8
3397;893;110;1;16.0;0.0;13;2023-06-15 00:00:00;Mehrbettzimmer;3
3398;893;210;1;8.0;0.0;13;2023-06-15 00:00:00;Zmorge;8
3399;894;150;4;25.0;0.0;13;2023-06-16 00:00:00;Chambre-Famille;8
3400;894;210;4;8.0;0.0;13;2023-06-16 00:00:00;Petit déjeuner;8
3401;895;210;3;8.0;0.0;13;2023-06-16 00:00:00;Zmorge;8
3402;895;170;3;50.0;0.0;13;2023-06-16 00:00:00;Einerzimmer;8
3403;896;351;4;50.0;0.0;13;2023-06-18 00:00:00;Saalvermietung;8
3404;896;351;1;0.0;0.0;13;2023-06-18 00:00:00;Saalvermietung Samstag fr;8
3405;899;150;6;25.0;0.0;13;2023-06-19 00:00:00;Familienzimmer;6
3406;899;210;6;8.0;0.0;13;2023-06-19 00:00:00;Zmorge;8
3407;899;190;6;16.5;0.0;13;2023-06-19 00:00:00;Kinderpreise;8
3408;899;190;3;0.0;0.0;13;2023-06-19 00:00:00;Kinderpreise;8
3409;900;150;24;25.0;0.0;13;2023-06-19 00:00:00;Familienzimmer;6
